State/Ut,Constituency Name,Reserved for,Candidate Name,Age,Gender,Party,Total Votes,Margin
"Telangana","Karimnagar","GEN","Bandi Sanjay Kumar","52","Male","BJP","585116","225209"
"Telangana","Nizamabad","GEN","Dharmapuri Arvind","47","Male","BJP","592318","109241"
"Telangana","Zahirabad","GEN","Suresh Kumar Shetkar","63","Male","INC","528418","46188"
"Telangana","Medak","GEN","Raghunandan Rao","59","Male","BJP","471217","39139"
"Telangana","Malkajgiri","GEN","Etela Rajender","60","Male","BJP","991042","391475"
"Telangana","Secunderabad","GEN","G. Kishan Reddy","63","Male","BJP","473012","49944"
"Telangana","Hyderabad","GEN","Asaduddin Owaisi","54","Male","AIMIM","661981","338087"
"Telangana","Chevella","GEN","Konda Vishweshwar Reddy","64","Male","BJP","809882","172897"
"Telangana","Mahabubnagar","GEN","D. K. Aruna","64","Female","BJP","510747","4500"
"Telangana","Nagarkurnool (SC)","SC","Mallu Ravi","73","Male","INC","465072","94414"
"Telangana","Nalgonda","GEN","Kunduru Raghuveer Reddy","44","Male","INC","784337","559905"
"Telangana","Bhongir","GEN","Chamala Kiran Kumar Reddy","47","Male","INC","629143","222170"
"Telangana","Warangal (SC)","SC","Kadiyam Kavya","41","Female","INC","581294","220339"
"Telangana","Mahabubabad (ST)","ST","Balram Naik","60","Male","INC","612774","349165"
"Telangana","Khammam","GEN","Ramasahayam Raghuram Reddy","63","Male","INC","766929","467847"
"Tripura","Tripura West","GEN","Biplab Kumar Deb","53","Male","BJP","881341","611578"
"Tripura","Tripura East (ST)","ST","Kriti Devi Debbarman","52","Female","BJP","777447","486819"
"Uttar Pradesh","Saharanpur","GEN","Imran Masood","53","Male","INC","547967","64542"
"Uttar Pradesh","Kairana","GEN","Iqra Hasan","29","Female","SP","528013","69116"
"Uttar Pradesh","Muzaffarnagar","GEN","Harendra Singh Malik","69","Male","SP","470721","24672"
"Uttar Pradesh","Bijnor","GEN","Chandan Chauhan","35","Male","RLD","404493","37508"
"Uttar Pradesh","Nagina","GEN","Chandrashekhar Azad Ravan","36","Male","ASP(KR)","512552","151473"
"Uttar Pradesh","Moradabad","GEN","Ruchi Veera","62","Female","SP","637363","105762"
"Uttar Pradesh","Rampur","GEN","Mohibullah Nadvi","48","Male","SP","481503","87434"
"Uttar Pradesh","Sambhal","GEN","Zia ur Rahman Barq","35","Male","SP","571161","121494"
"Uttar Pradesh","Amroha","GEN","Kanwar Singh Tanwar","63","Male","BJP","476506","28670"
"Uttar Pradesh","Meerut","GEN","Arun Govil","72","Male","BJP","546469","10585"
"Uttar Pradesh","Baghpat","GEN","Raj Kumar Sangwan","63","Male","RLD","488967","159459"
"Uttar Pradesh","Ghaziabad","GEN","Atul Garg","66","Male","BJP","854170","336965"
"Uttar Pradesh","Gautam Buddha Nagar","GEN","Mahesh Sharma","64","Male","BJP","857829","559472"
"Uttar Pradesh","Bulandshahr","GEN","Bhola Singh","46","Male","BJP","597310","275134"
"Uttar Pradesh","Aligarh","GEN","Satish Kumar Gautam","51","Male","BJP","501834","15647"
"Uttar Pradesh","Hathras","GEN","Anoop Pradhan","44","Male","BJP","554746","247318"
"Uttar Pradesh","Mathura","GEN","Hema Malini","74","Female","BJP","510064","293407"
"Uttar Pradesh","Agra","GEN","S. P. Singh Baghel","63","Male","BJP","599397","271294"
"Uttar Pradesh","Fatehpur Sikri","GEN","Raj Kumar Chahar","56","Male","BJP","445657","43405"
"Uttar Pradesh","Firozabad","GEN","Akshay Yadav","37","Male","SP","543037","89312"
"Uttar Pradesh","Mainpuri","GEN","Dimple Yadav","46","Female","SP","598526","221639"
"Uttar Pradesh","Etah","GEN","Devesh Shakya","42","Male","SP","475808","28052"
"Uttar Pradesh","Badaun","GEN","Aditya Yadav","35","Male","SP","501855","34991"
"Uttar Pradesh","Aonla","GEN","Neeraj Maurya","55","Male","SP","492515","15969"
"Uttar Pradesh","Bareilly","GEN","Chhatrapal Singh Gangwar","68","Male","BJP","567127","34804"
"Uttar Pradesh","Pilibhit","GEN","Jitin Prasada","50","Male","BJP","607158","164935"
"Uttar Pradesh","Shahjahanpur","GEN","Arun Kumar Sagar","47","Male","BJP","592718","55379"
"Uttar Pradesh","Kheri","GEN","Utkarsh Verma","38","Male","SP","557365","34329"
"Uttar Pradesh","Dhaurahra","GEN","Anand Bhadauriya","46","Male","SP","443743","4449"
"Uttar Pradesh","Sitapur","GEN","Rakesh Rathore","60","Male","INC","531138","89641"
"Uttar Pradesh","Hardoi","GEN","Jai Prakash Rawat","66","Male","BJP","486798","27856"
"Uttar Pradesh","Misrikh","GEN","Ashok Kumar Rawat","57","Male","BJP","475016","33406"
"Uttar Pradesh","Unnao","GEN","Sakshi Maharaj","68","Male","BJP","616133","35818"
"Uttar Pradesh","Mohanlalganj","GEN","R. K. Chaudhary","65","Male","SP","667869","70292"
"Uttar Pradesh","Lucknow","GEN","Rajnath Singh","72","Male","BJP","612709","135159"
"Uttar Pradesh","Rae Bareli","GEN","Rahul Gandhi","53","Male","INC","687649","390030"
"Uttar Pradesh","Amethi","GEN","Kishori Lal Sharma","62","Male","INC","539228","167196"
"Uttar Pradesh","Sultanpur","GEN","Rambhual Nishad","64","Male","SP","444330","43174"
"Uttar Pradesh","Pratapgarh","GEN","S. P. Singh Patel","68","Male","SP","441932","66206"
"Uttar Pradesh","Farrukhabad","GEN","Mukesh Rajput","55","Male","BJP","487963","2678"
"Uttar Pradesh","Etawah","GEN","Jitendra Dohre","57","Male","SP","490747","58419"
"Uttar Pradesh","Kannauj","GEN","Akhilesh Yadav","50","Male","SP","642292","170922"
"Uttar Pradesh","Kanpur","GEN","Ramesh Awasthi","56","Male","BJP","443055","20968"
"Uttar Pradesh","Akbarpur","GEN","Devendra Singh","70","Male","BJP","517423","44345"
"Uttar Pradesh","Jalaun","GEN","Narayan Das Ahirwar","63","Male","SP","530180","53898"
"Uttar Pradesh","Jhansi","GEN","Anurag Sharma","59","Male","BJP","690316","102614"
"Uttar Pradesh","Hamirpur","GEN","Ajendera Singh Rajput","53","Male","SP","490683","2629"
"Uttar Pradesh","Banda","GEN","Krishna Devi Patel","54","Female","SP","406567","71210"
"Uttar Pradesh","Fatehpur","GEN","Naresh Uttam Patel","68","Male","SP","500328","33199"
"Uttar Pradesh","Kaushambi","GEN","Pushpendra Saroj","25","Male","SP","509787","103944"
"Uttar Pradesh","Phulpur","GEN","Praveen Patel","45","Male","BJP","452600","4332"
"Uttar Pradesh","Allahabad","GEN","Ujjwal Rewati Raman Singh","51","Male","INC","462145","58795"
"Uttar Pradesh","Barabanki","GEN","Tanuj Punia","39","Male","INC","719927","215704"
"Uttar Pradesh","Faizabad","GEN","Awadhesh Prasad","79","Male","SP","554289","54567"
"Uttar Pradesh","Ambedkar Nagar","GEN","Lalji Verma","68","Male","SP","544959","137247"
"Uttar Pradesh","Bahraich","GEN","Anand Kumar Gond","49","Male","BJP","518802","64227"
"Uttar Pradesh","Kaiserganj","GEN","Karan Bhushan Singh","33","Male","BJP","571263","148843"
"Uttar Pradesh","Shravasti","GEN","Ram Shiromani Verma","48","Male","SP","511055","76673"
"Uttar Pradesh","Gonda","GEN","Kirti Vardhan Singh","58","Male","BJP","474258","46224"
"Uttar Pradesh","Domariyaganj","GEN","Jagdambika Pal","74","Male","BJP","463303","42728"
"Uttar Pradesh","Basti","GEN","Ram Prasad Chaudhary","70","Male","SP","527005","100994"
"Uttar Pradesh","Sant Kabir Nagar","GEN","Laxmikant alias Pappu Nishad","51","Male","SP","498695","92170"
"Uttar Pradesh","Maharajganj","GEN","Pankaj Chaudhary","59","Male","BJP","591310","35451"
"Uttar Pradesh","Gorakhpur","GEN","Ravindra Kishan Shukla","55","Male","BJP","584512","103526"
"Uttar Pradesh","Kushinagar","GEN","Vijay Kumar Dubey","57","Male","BJP","516345","81790"
"Uttar Pradesh","Deoria","GEN","Shashank Mani Tripathi","54","Male","BJP","504541","34842"
"Uttar Pradesh","Bansgaon","GEN","Kamlesh Paswan","47","Male","BJP","428693","3150"
"Uttar Pradesh","Lalganj","GEN","Daroga Saroj","71","Male","SP","439959","115023"
"Uttar Pradesh","Azamgarh","GEN","Dharmendra Yadav","45","Male","SP","508239","161035"
"Uttar Pradesh","Ghosi","GEN","Rajiv Rai","54","Male","SP","503131","162943"
"Uttar Pradesh","Salempur","GEN","Ramashankar Rajbhar","63","Male","SP","405472","3573"
"Uttar Pradesh","Ballia","GEN","Sanatan Pandey","61","Male","SP","467068","43384"
"Uttar Pradesh","Jaunpur","GEN","Babu Singh Kushwaha","57","Male","SP","509130","99335"
"Uttar Pradesh","Machhlishahr","GEN","Priya Saroj","25","Female","SP","451292","35850"
"Uttar Pradesh","Ghazipur","GEN","Afzal Ansari","70","Male","SP","539912","124861"
"Uttar Pradesh","Chandauli","GEN","Virendra Singh","65","Male","SP","474476","21565"
"Uttar Pradesh","Varanasi","GEN","Narendra Modi","73","Male","BJP","612970","152513"
"Uttar Pradesh","Bhadohi","GEN","Vinod Kumar Bind","50","Male","BJP","459982","44072"
"Uttar Pradesh","Mirzapur","GEN","Anupriya Patel","43","Female","AD(S)","471631","37810"
"Uttar Pradesh","Robertsganj","GEN","Chhotelal Kharwar","51","Male","SP","465848","129234"
"Uttarakhand","Tehri Garhwal","GEN","Mala Rajya Laxmi Shah","73","Female","BJP","462603","272493"
"Uttarakhand","Garhwal","GEN","Anil Baluni","53","Male","BJP","432159","163503"
"Uttarakhand","Almora (SC)","SC","Ajay Tamta","51","Male","BJP","429167","234097"
"Uttarakhand","Nainital–Udhamsingh Nagar","GEN","Ajay Bhatt","64","Male","BJP","772671","334548"
"Uttarakhand","Haridwar","GEN","Trivendra Singh Rawat","63","Male","BJP","653808","164056"
"West Bengal","Cooch Behar (SC)","SC","Jagadish Chandra Basunia","60","Male","AITC","788375","39250"
"West Bengal","Alipurduars (ST)","ST","Manoj Tigga","51","Male","BJP","695314","75447"
"West Bengal","Jalpaiguri (SC)","SC","Jayanta Kumar Roy","56","Male","BJP","766568","86693"
"West Bengal","Darjeeling","GEN","Raju Bista","38","Male","BJP","679331","178525"
"West Bengal","Raiganj","GEN","Kartick Chandra Paul","49","Male","BJP","560897","68197"
"West Bengal","Balurghat","GEN","Sukanta Majumder","44","Male","BJP","574996","10386"
"West Bengal","Maldaha Uttar","GEN","Khagen Murmu","64","Male","BJP","527023","77708"
"West Bengal","Maldaha Dakshin","GEN","Isha Khan Choudhury","53","Male","INC","572395","128368"
"West Bengal","Jangipur","GEN","Khalilur Rahaman","64","Male","AITC","544427","116637"
"West Bengal","Baharampur","GEN","Yusuf Pathan","41","Male","AITC","524516","85022"
"West Bengal","Murshidabad","GEN","Abu Taher Khan","62","Male","AITC","682442","164215"
"West Bengal","Krishnanagar","GEN","Mahua Moitra","49","Female","AITC","628789","56705"
"West Bengal","Ranaghat (SC)","SC","Jagannath Sarkar","61","Male","BJP","782396","186899"
"West Bengal","Bangaon (SC)","SC","Shantanu Thakur","42","Male","BJP","719505","73693"
"West Bengal","Barrackpore","GEN","Partha Bhowmick","60","Male","AITC","520231","64438"
"West Bengal","Dum Dum","GEN","Saugata Roy","76","Male","AITC","528579","70660"
"West Bengal","Barasat","GEN","Kakoli Ghosh Dastidar","65","Female","AITC","692010","114189"
"West Bengal","Basirhat","GEN","Haji Nurul Islam","61","Male","AITC","803762","333547"
"West Bengal","Jaynagar (SC)","SC","Pratima Mondal","58","Female","AITC","894312","470219"
"West Bengal","Mathurapur (SC)","SC","Bapi Halder","37","Male","AITC","755731","201057"
"West Bengal","Diamond Harbour","GEN","Abhishek Banerjee","36","Male","AITC","1048230","710930"
"West Bengal","Jadavpur","GEN","Saayoni Ghosh","31","Female","AITC","717899","258201"
"West Bengal","Kolkata Dakshin","GEN","Mala Roy","66","Female","AITC","615274","187231"
"West Bengal","Kolkata Uttar","GEN","Sudip Bandyopadhyay","75","Male","AITC","454696","92560"
"West Bengal","Howrah","GEN","Prasun Banerjee","69","Male","AITC","626493","169442"
"West Bengal","Uluberia","GEN","Sajda Ahmed","62","Female","AITC","724622","218673"
"West Bengal","Srerampur","GEN","Kalyan Banerjee","67","Male","AITC","673970","174830"
"West Bengal","Hooghly","GEN","Rachana Banerjee","51","Female","AITC","702744","76853"
"West Bengal","Arambagh (SC)","SC","Mitali Bag","47","Female","AITC","712587","6399"
"West Bengal","Tamluk","GEN","Abhijit Gangopadhyay","61","Male","BJP","765584","77733"
"West Bengal","Kanthi","GEN","Soumendu Adhikari","41","Male","BJP","763195","47764"
"West Bengal","Ghatal","GEN","Deepak Adhikari","41","Male","AITC","837990","182868"
"West Bengal","Jhargram (ST)","ST","Kalipada Soren","66","Male","AITC","743478","174048"
"West Bengal","Medinipur","GEN","June Malia","54","Female","AITC","702192","27191"
"West Bengal","Purulia","GEN","Jyotirmay Singh Mahato","39","Male","BJP","578489","17079"
"West Bengal","Bankura","GEN","Arup Chakraborty","68","Male","AITC","641813","32778"
"West Bengal","Bishnupur (SC)","SC","Saumitra Khan","43","Male","BJP","680130","5567"
"West Bengal","Bardhaman Purba (SC)","SC","Sharmila Sarkar","45","Female","AITC","730302","160572"
"West Bengal","Bardhaman–Durgapur","GEN","Kirti Azad","65","Male","AITC","720667","137981"
"West Bengal","Asansol","GEN","Shatrughan Sinha","77","Male","AITC","605645","59564"
"West Bengal","Bolpur (SC)","SC","Asit Kumar Mal","69","Male","AITC","855633","327253"
"West Bengal","Birbhum","GEN","Satabdi Roy","55","Female","AITC","717961","197650"
"Andaman & Nicobar","Andaman and Nicobar Islands","GEN","Bishnu Pada Ray","73","Male","BJP","102182","24396"
"Chandigarh","Chandigarh","GEN","Manish Tewari","58","Male","INC","216657","2504"
"Dadra & Daman","Dadra and Nagar Haveli","GEN","Kalaben Delkar","53","Female","BJP","121074","57584"
"Dadra & Daman","Daman and Diu","GEN","Umesh Babubhai Patel","47","Male","Independent","42523","6225"
"Delhi","Chandni Chowk","GEN","Praveen Khandelwal","64","Male","BJP","516496","89325"
"Delhi","North East Delhi","GEN","Manoj Tiwari","53","Male","BJP","824451","138778"
"Delhi","East Delhi","GEN","Harsh Malhotra","60","Male","BJP","664819","93663"
"Delhi","New Delhi","GEN","Bansuri Swaraj","40","Female","BJP","453185","78370"
"Delhi","North West Delhi","GEN","Yogendra Chandolia","61","Male","BJP","866483","290849"
"Delhi","West Delhi","GEN","Kamaljeet Sehrawat","51","Female","BJP","842658","199013"
"Delhi","South Delhi","GEN","Ramvir Singh Bidhuri","71","Male","BJP","692832","124333"
"Jammu & Kashmir","Baramulla","GEN","Abdul Rashid Sheikh","58","Male","Independent","472481","204142"
"Jammu & Kashmir","Srinagar","GEN","Aga Syed Ruhullah Mehdi","46","Male","JKNC","356866","188416"
"Jammu & Kashmir","Anantnag–Rajouri","GEN","Mian Altaf Ahmed Larvi","66","Male","JKNC","521836","281794"
"Jammu & Kashmir","Udhampur","GEN","Jitendra Singh","67","Male","BJP","571076","124373"
"Jammu & Kashmir","Jammu","GEN","Jugal Kishore Sharma","61","Male","BJP","687588","135498"
"Ladakh","Ladakh","GEN","Mohmad Haneefa","55","Male","Independent","65629","27862"
"Lakshadweep","Lakshadweep","GEN","Muhammed Hamdulla Sayeed","41","Male","INC","25726","2647"
"Puducherry","Puducherry","GEN","V. Vaithilingam","73","Male","INC","426005","136516"
